id,complaint_text,intended_urgency,intended_emotion,scenario,style,channel
190,"Account ACC-559900, roaming charge dispute. I travelled to France and Spain between 01/01/2026–08/01/2026 and used 1.6GB on a plan that includes free EU roaming (Plan: Traveller Pro). On returning I was billed £422.60 on 15/01/2026 for roaming data. I have detailed data logs (dates/times/locations) and the in-service notification messages that confirmed roaming was enabled and should be covered. I called on 18/01 (agent Farid), then again on 22/01 (agent Laila) — both promised an internal review and a refund. No refund has been issued and the balance is showing as overdue, threatening penalty charges. This is causing significant financial distress as I must pay the bill to avoid collections. I require an immediate reversal of the roaming charges, written confirmation that my credit record will not be affected, and escalation to your billing disputes team. Please treat this as high priority and confirm by 18/02/2026.",High,Medium,Roaming charges / international billing,Verbose and detailed,online form
191,"Hello,

I’m absolutely delighted to see a £375 roaming charge on my bill for calls while visiting Portugal 03/02–06/02/2026 — delightful, because I certainly didn’t expect to have to remortgage to phone my family. My plan clearly states ‘EU roaming included’ and your website had no notification about new surcharges. I do appreciate surprises, but the only thing I enjoy less than unexpected bank charges is dealing with suspicion of billing incompetence. Please refund the £375, cancel any late/collection actions, and confirm you will credit my account. I expect a full explanation in writing.

Regards,
Tom Baxter
ACC-321209",High,Medium,Roaming charges / international billing,Passive-aggressive / sarcastic,email
192,@provider Been a customer for 11 years and today I get an email offering new customers a discount my account didn't get. I tried retention yesterday and was told nothing was available. Disappointed and fed up. Loyalty counts for nothing it seems. Can someone sort a fair retention offer or I’ll be leaving. ACC: 442233.,High,Medium,Customer loyalty not rewarded / retention offer dispute,Casual conversational,social media
193,"To Complaints,

Account ACC-120045. Complaint reference C-20260202.

I submitted a formal complaint on 02/02/2026 and received an automated acknowledgement. Since then I have received no substantive response, despite chasing on 09/02 and 14/02. Your complaints handling procedure (Consumer Contracts Regulations and Complaint Handling Rules) requires acknowledgement and substantive response within defined timeframes. This ongoing failure to follow your own process is unacceptable. I request immediate escalation to your Head of Complaints, a full chronology of all contacts, and final resolution within 7 days. Please confirm receipt and the name and contact details of the person responsible. Failure to comply will leave me no option but to escalate to the Telecommunications Ombudsman and Trading Standards.

Yours faithfully,
Dr. Fiona McClelland",High,Medium,Complaint handling process failure,Legalistic / rights-aware,email
194,"Dear Sir/Madam,

I write to formally object to the downgrade of my broadband package from ‘Fibre 200’ to ‘Fibre 50’ without my consent on or around 10/02/2026. My account number is ACC-983311. No prior notice was received; I discovered the change when speeds dropped severely on 11/02/2026. This unilateral change impacts my ability to work from home and care for my dependent; it appears to be a breach of contract. Under the Consumer Rights Act 2015 and contract law I require immediate reinstatement of the original plan, compensation for lost earnings, and written confirmation that this will not recur. Please revert my service to Fibre 200 and provide details of how you will remedy this within 5 working days.

Yours sincerely,
George L. Whitaker",High,Medium,Billing overcharge / unexpected fees,Casual conversational,social media
195,"Right, story time. I moved my business line from Provider X to you on 02/12/2025 and was promised the migration would be seamless. Instead, I received a bill on 31/01/2026 for £1,050 covering two months of service — including charges from Provider X that you were supposed to handle. I called on 02/02 (agent Zoe), who said she’d credit £650 and escalate a dispute; nothing has happened and the credit hasn’t appeared. I’ve now had 3 days of calls from debt collectors despite disputing the charge. This is unbearable: my staff morale and cashflow are suffering because of your billing error. Please remove the incorrect £1,050 immediately, confirm the credit and provide a written apology. If this isn't fixed in 48 hours I will involve my solicitor.",High,Medium,Service cancellation difficulty,Polite but firm,live chat
196,"Booking REF INST-20260125. Installation appointment for broadband was scheduled for 03/02/2026 between 08:00–12:00. No engineer turned up and no one called to explain. I have been working from home since then and have missed two client video calls and lost fees totalling £420. I have phoned customer services (calls on 03/02 and 04/02) and was promised a new engineer appointment within 48 hours; still nothing. This is urgent — I need broadband today or a temporary workaround (mobile router) dispatched immediately, plus a clear apology and compensation for lost earnings. Please confirm action now: my address is 14 Highfield Road, Cambridge CB1 3DF; phone 07711 223344. Thank you, Olivia Kent",High,Medium,Complaint handling process failure,Verbose and detailed,social media
197,"Hi, I’ve had zero signal since 06/02/2026 at my rural address (ACC-557744). I rely on the mobile line to check glucose levels for my son overnight; not being contactable is dangerous. I called yesterday (15/02/2026) and was told an engineer would visit within two working days, but no ETA was given. This is urgent — I need temporary provision (emergency SIM/loan phone or priority engineer) immediately. Please escalate and call me now on 07788 445566. Thank you, Mark Calder",High,Medium,Service downgrade without consent,Legalistic / rights-aware,email
198,[GENERATION FAILED — re-run needed],High,Medium,Billing overcharge / unexpected fees,Narrative / storytelling,live chat
199,[GENERATION FAILED — re-run needed],High,Medium,Broadband installation delay or failure,Polite but firm,online form
200,[GENERATION FAILED — re-run needed],High,Medium,Network outage / poor coverage,Polite but firm,live chat
201,"@ProviderHelp This is beyond frustrating. ACC-7291834 — broadband dropouts since 03/02, billing errors since 12/03, and now voicemail stopped working on 10/04. I’ve messaged and called three times, spoke to Tom on 15/04 who promised escalation (REF-20240415) and heard nothing. I work from home and have lost two days’ income already. I’m absolutely livid that nothing is fixed and nobody can give a date. Fix it NOW or I’ll be switching and taking this to Ofcom. — Hannah",High,High,Multiple unresolved issues over time,Casual conversational,social media
202,"Dear Customer Support,

I am writing because your treatment of my 82‑year‑old mother, Mrs Joan Mercer (Account: JMR-551820), has been disgraceful and, frankly, dangerous. On 08/04 I called to report that her landline had been dead for two days and she could not call for help — she is on oxygen and would be unable to reach emergency services if there was a problem. I spoke with an advisor named Saira who told me she would mark the account as a priority and arrange an engineer for the 10/04. No engineer attended, no callback, and the line remained dead until 12/04 when I had to take her to A&E because she couldn’t contact anyone.

I have since called back four times (calls on 09/04, 11/04, 12/04 and 13/04) and been fobbed off or put on hold for an hour. Each time staff have treated the situation as an inconvenience rather than an emergency. This is wilful negligence towards a vulnerable customer. Your failure to provide a working emergency communication channel for someone reliant on it is unacceptable and puts lives at risk.

I require immediate escalation to the priority faults team, a written apology, and confirmation within 24 hours that protections will be applied to her account, plus details of the compensation you will provide for the harm and distress caused. If I do not hear back within 24 hours I will be contacting my local MP and Ofcom.

Yours,
Clare Mercer
Tel: 07xx xxx 1234
Account: JMR-551820",High,High,Vulnerable customer mistreatment,Narrative / storytelling,email
203,"Hi — I'm on chat because my broadband installation (REF-20240501) has been cancelled twice and the new router still hasn't arrived. Engineer was booked for 04/05, cancelled on 03/05; rebooked for 09/05, same. I work full days and was promised 'priority' by advisor Mark on 10/05 but nothing. I've been waiting since 24/04 and this is unacceptable — I need a definitive installation date today and a credit for lost working days. Please escalate to a supervisor now.",High,High,Broadband installation delay or failure,Polite but firm,live chat
204,ACC-884422 — Direct debit taken twice on 14/04. Money not in account. Need immediate refund. This is causing overdraft fees. Fix now.,High,High,Direct debit or payment processing error,Terse and minimal,live chat
205,"Hello — I have been trying to cancel my contract since 01/04 (Account REF: CXL-310322) and every time I call the automated line sends me to retention. I spoke to Lisa on 04/04 who said cancellation would be processed; I was billed again on 05/04. I have evidence of emails on 02/04 and recorded call where I said 'cancel' three times. I am being charged for a service I do not want and cannot use. Please process the cancellation immediately, refund the last payment and confirm in writing. I cannot keep dealing with this runaround — it’s been three weeks and counting.",High,High,Service cancellation difficulty,Narrative / storytelling,live chat
206,"Port request PRO-20240421. Oh brilliant — you 'attempted' the port and then magically lost my number. My old provider released it on 21/04, you promised transfer on 22/04, now my customers and work contacts are unreachable and I get told 'we’ll try again' by someone called Dawn. Fabulous. Could you be any more helpful? I need my number restored immediately or provide a full explanation and compensation for lost business. (Number ending 4321; account PRT-998776.)",High,High,Porting / number transfer issues,Passive-aggressive / sarcastic,online form
207,"Dear Complaints Team,

I am escalating because your internal complaints process has failed me completely. I raised an official complaint on 05/04 (Complaint ref COMP-20240405) after repeated outages and unauthorised charges. I received an automated acknowledgement, then nothing. I called on 12/04 and spoke with Oliver who promised a response 'within 7 working days' — two weeks later and still nothing. I have sent reminder emails on 19/04 and 26/04 and been given different reasons for delay each time.

This absence of accountability is unacceptable. I expect this complaint to be investigated by someone not previously involved, a substantive response with findings and proposed redress within 48 hours, and a named contact who will take responsibility. If you cannot meet that timeframe, please confirm so I may take the matter to the Ombudsman.

Regards,
James Fairclough
Account: JF-44012
REF: COMP-20240405",High,High,Complaint handling process failure,Polite but firm,email
208,"Account ACC-550233 — Roaming charges from holiday in Spain (12/03–19/03) are £1,240. I checked my plan and was told roaming was included; the advisor on 10/03 (Rachel) confirmed this. I paid £45/month for an 'all-inclusive' plan and now you’ve billed me for data at extortionate rates. I’ve provided my passport stamp and call logs. Please remove these charges and credit my account immediately; I will not accept being nickeled to death because your records are wrong.",High,High,Roaming charges / international billing,Casual conversational,online form
209,"Wi‑Fi is crawling — 2 Mbps down at 10am today (speedtest attached) and has been like this for ten days. ACC-332210. I can’t do video calls, lost a client meeting and lost income. Fix it now, this is urgent.",High,High,Slow or unreliable internet speed,Terse and minimal,social media
210,"I am absolutely appalled. For two weeks my line drops every evening: I’m legally entitled to a reliable service. Account: LR-77019. You’ve had fault reports on 05/04, 08/04 and 12/04 (calls with Sukh and Mia) and nothing permanent has been done. If you do not resolve this within 48 hours I will issue a formal letter citing breach of contract and seek remedies under the Consumer Rights Act. I expect compensation and full details of the remedial actions you will take.",High,High,Vulnerable customer mistreatment,Passive-aggressive / sarcastic,live chat
211,@Provider — I’ve just been charged £385 for data roaming while on business in Germany (invoice INV-20240420). My tariff includes EU roaming. I expect an immediate reversal and explanation. This billing mistake is unacceptable for a corporate customer — please respond now and confirm when the refund will reach my account.,High,High,Slow or unreliable internet speed,Legalistic / rights-aware,live chat
212,"Hello,

I need to tell the story of what your 'installation' has been. I placed an order on 05/03 for fibre to the property (Order FBN-20240305). You sent a technician who declared the line ready on 12/03 but the router never provisioned. Since then I've had four phoned promises, three cancelled slots and one no‑show. On 22/03, a junior agent, Tom, told my partner they'd 'come back next week' — they didn't. My partner, a single parent, had to miss two days of work to wait in; my university‑age daughter has missed online classes. On 01/04 you 'fixed' it remotely and it worked for 24 hours before collapsing again.

This string of errors and broken promises is not just inconvenient — it's financially damaging and stressful. I require a full re‑assessment, an urgent engineer visit with a guaranteed 24‑hour window, and compensation for the time lost. Please escalate to a manager and confirm actions by return.

Regards,
Ruth Fenwick
Account: RF-20240305",High,High,Roaming charges / international billing,Formal professional,social media
213,"Accessibility complaint — Account ASD-6612. I am registered as deaf and require text/video relay support and SMS notifications. On 14/04 I received a voicemail-only message about a service change I could not access; on 18/04 I was transferred repeatedly with no captioned options when calling. Your staff did not update my contact preferences despite the form I submitted on 02/03 and a call with Niamh on 05/03. This is discriminatory and unsafe: I rely on clear written notices for service interruptions. I require immediate correction of my account settings, written confirmation, and the appointment of a dedicated agent who understands accessibility needs. If not resolved within 48 hours I will raise a formal complaint and contact equality advisory services.",High,High,Broadband installation delay or failure,Narrative / storytelling,email
214,"Hello. I've been bounced around since I first complained on 28/03 (Complaint REF: CH-280323). The initial issue was an outage causing two full days without broadband; I submitted evidence and asked for compensation. Since then I've had four different advisors — Paul, Gemma, Sandeep and Tyler — each promising an update that never arrives. Your complaints process is not working. I need this escalated to your complaints manager today, a timeline for resolution, and fair redress. Please do not send another generic e‑mail that says 'we're investigating'.",High,High,Accessibility needs not met,Formal professional,online form
215,"Dear Retentions Team,

I have been a customer for eight years (Account: LOY-88001). In January your advisor Amir offered me a loyalty discount and assured me there would be no change to my terms if I renewed early. I accepted and took a 24‑month package on 12/01/2024. However, the bill received on 01/04/2024 shows I have been charged the full rate and the 'discount' has never been applied. I called on 05/04 and spoke with a supervisor, Hannah, who said it would be corrected — it hasn't.

This is a clear failure to honour agreed terms. I am out of pocket by £276 so far and have been given no credible explanation. I require written confirmation of the promised discount, an immediate refund of the overcharged amounts, and assurance that my contract will reflect what was promised. If this is not resolved within 7 days I will terminate without penalty and pursue the balance through the Ombudsman.

Yours sincerely,
Mohammed Idris
Account: LOY-88001",High,High,Complaint handling process failure,Formal professional,live chat
216,"Slow speeds AGAIN. Account SVC-9933. Average download 1.8Mbps for the last month despite paying for 100Mbps. I've done three speed tests at different times and sent them 10/04, 14/04 and 17/04 with no meaningful response. Under the terms of the contract and the Consumer Rights Act I am entitled to services at the speed promised or a refund — I demand immediate remediation, compensation for lost service, and confirmation of my right to cancel without penalty if you cannot meet the advertised speeds within 14 days.",High,High,Customer loyalty not rewarded / retention offer dispute,Formal professional,email
217,"CXL-5542 — I pressed cancel on 02/04 and again on 04/04 via live chat. Your system keeps reactivating my service and charging my card on 05/04 and 06/04 despite confirmation messages saying 'Your cancellation is complete.' Stop billing me immediately, confirm cancellation in writing, and refund the last two charges. This is urgent — I cannot afford further unauthorised payments.",High,High,Slow or unreliable internet speed,Legalistic / rights-aware,online form
218,"Privacy breach: I received an email on 15/04 addressed to someone else that contained the last four digits of my bank account and details of my recent payments (INV-20240410). Additionally, my online account showed another customer’s call history on 16/04 — clearly a data segregation failure. My email address was cc'd publicly to multiple addresses by your automated system. This is a serious personal data incident affecting my finances and privacy.

I require an urgent security lock on my account, immediate investigation, written confirmation of what data was exposed and to whom, and details of the remedial steps you are taking. Please treat this as high priority and respond within 24 hours with a named contact. I am considering reporting this to the ICO if not resolved immediately.

Account: PB-41290",High,High,Service cancellation difficulty,Terse and minimal,live chat
219,"@Provider this is intolerable. On 12/04 your portal displayed thousands of customers' partial account numbers and billing summaries to anyone logged in — I could see other people's names and invoices. This is not a minor glitch, it’s a massive data protection failure. You are legally obliged under GDPR to notify affected customers without undue delay. I expect a public statement, direct notification to all affected accounts, and immediate measures to secure the system. If I do not see evidence of action within 24 hours I will be raising this with the ICO and pursuing legal remedies. #databreach #GDPR",High,High,Data breach / privacy concern,Formal professional,online form
220,"Account: ACC-11877 — I've had a catalogue of problems: dropped calls for months, incorrect bills, and last week my broadband went down completely (no dial tone) and has been out since 09/04. I filed faults on 10/04 and 12/04 and was given two different reference numbers (F-100412 and F-120412). Every time I call I speak to a different person and get a different story. I am desperate — I need a single point of contact assigned today, a timeline for restoration, and compensation for the repeated failures. If you can't do this, tell me now so I can switch providers before more damage is done.",High,High,Data breach / privacy concern,Legalistic / rights-aware,social media
221,"I am writing in detail because the charges you have levied as an 'early termination fee' are both unfair and contrary to what was agreed. My contract (Contract CT-2019-07, signed 09/07/2019) included a promotional credit which was removed when service became unreliable and I reported multiple faults (logs: 12/01/2024, 05/03/2024, 02/04/2024). I exercised my right to terminate due to persistent breaches of service; yet you have invoiced me £420 as an ETF. Your terms allow termination without penalty if service is not of satisfactory quality. I have documented proof of outages, emails where advisors admitted the fault, and recordings of calls where staff promised refunds and no ETF if I left.

I expect the ETF to be cancelled immediately, a full refund of any disputed amounts, and written confirmation of the contract termination within seven days. If this is not resolved I will commence a formal dispute, involve the Ombudsman, and seek all costs incurred. Please escalate to legal/contractual team and respond by return.

Name: Eleanor Bridger
Account: CT-2019-07
REF: ETF-DISPUTE-20240417",High,High,Multiple unresolved issues over time,Casual conversational,online form
222,"Oh good, another 'we're sorry to hear that' script. Complaint ref CH-030424 — three call centre transfers later and still no answer. I spoke to Kai who promised 'manager callback within 48 hours' on 04/04. Nada. You have perfected the art of saying nothing. If you're going to ignore customers, at least have the decency to stop sending automated 'we value you' emails. Escalate this now or I'll stop paying for a service that values me less than your IVR.

— Rupert",High,High,Contract dispute / early termination fee,Verbose and detailed,online form
223,Hi — my account (ACC-DSL-772) is flagged as requiring accessibility support but each time I call I'm placed on hold with standard music for 40+ minutes. I am partially sighted and cannot navigate the automated system. I registered for large‑text bills and priority fault support on 01/03 (reference ACC-0041) but it hasn't been applied. Today the broadband went down and I couldn't get through to report it; I rely on internet for vital medication ordering. Please switch me to text/SMS contact and arrange a priority engineer within 24 hours. I need human contact who understands accessibility — this is urgent.,High,High,Complaint handling process failure,Passive-aggressive / sarcastic,live chat
224,"Account SIM-5560 — I received an eSIM activation code on 11/04 but each activation attempt fails with 'profile not found'. My phone shows no service and I cannot make emergency calls from home. I spoke to Yasmin on 12/04 who said she'd push a new profile but nothing arrived. I am away from my usual provider, have no spare SIM and rely on this line for prescription refill calls. Please activate the eSIM remotely now, or send a replacement physical SIM with guaranteed next‑day delivery and confirm by chat. This is urgent — being without a working phone is dangerous.",High,High,Accessibility needs not met,Casual conversational,live chat
225,[GENERATION FAILED — re-run needed],High,High,SIM card / eSIM activation problem,Casual conversational,live chat
